idx,a_bad,a_new,n_htl,g_lat,g_lng
244322,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
244344,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
244624,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
244684,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
244841,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
244846,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
244886,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
244949,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
245039,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
245087,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
245116,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
245444,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 22 08 Josefstadt 1080 Vienna Austria,Cordial Theaterhotel Wien,48.210893,16.351647
245741,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
245824,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
245916,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
246014,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
246121,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
246226,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
246595,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
246833,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
246992,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
247409,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
247506,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
247579,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
247599,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
247655,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
248270,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
248306,Sep lveda 180 Eixample 08011 Barcelona Spain,Sep lveda 180 Eixample 08011 Barcelona Spain,Hotel Advance,41.3835367745493,2.1628381519502886
248364,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
248431,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
248869,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
248912,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
249048,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
249209,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
249251,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
249299,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
249515,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
249617,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
249695,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
250193,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
250302,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
250350,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
250486,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
250713,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
250819,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
251030,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
251033,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
251186,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
251352,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
251364,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
251719,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
251795,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
251838,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
252491,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
252821,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
253270,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
253342,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
253564,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
253698,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
253710,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
253763,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
254085,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
254357,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
254523,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
254826,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
254953,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
255148,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
255153,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
255283,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
255449,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
255619,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
255634,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
255638,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
255899,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
255907,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
256102,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
256266,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
256301,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
256480,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
256656,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
256692,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
256752,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
256774,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
257251,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
257289,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
257450,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
257491,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
257686,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
257706,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
257774,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
257879,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
257890,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
258206,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
258442,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
258637,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
258666,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
258668,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
258887,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
258961,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
259056,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
259085,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
259564,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
259591,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
259698,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
259789,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
259877,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
259890,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
259899,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
260102,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
260295,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
260297,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
260451,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
260479,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
260525,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
260528,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
260788,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
260953,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
261089,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
261121,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
261164,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
261213,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
261264,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
261385,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
261421,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
261425,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
261543,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
261667,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
261676,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
261758,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
261804,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
261879,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
262030,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
263126,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
263231,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
263438,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
263521,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
263631,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
263925,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
264517,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
264627,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
264831,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
264986,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
265371,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
265938,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
266025,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
266079,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
266090,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
266532,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
266806,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
266865,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
268114,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
268149,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
